restaurant_id,restaurant_name,cuisine_type
1,Amritsari Food Platter,Recommended
2,Domino's Pizza,Flavours of India
3,EatFit,Healthy Bowls
4,Hira Sweets,Tandoor se
5,Burger Farm,Cheese Burst Burger Meals
6,Premjees,SWEETS
7,McDonald's,Group Sharing Combos
8,Anna (Truly Veg),Thali
9,Baskin Robbins - Ice Cream Desserts,Classic & Nuts Ice Creams
10,Pizza Hut,Garlic Bread
11,KFC,EPIC SAVINGS BUCKET FOR 3-4 (UP TO 32% OFF)
12,Burger King,Kings Collection ( Premium Burgers )
13,Dmb(Doodh Misthan Bhandar),Namkeen
14,Mad For Momos,Momos 5 pcs
15,Barbecue by Punjab Grill,Recommended
16,LunchBox  Meals and Thalis,Kulcha Lunchbox
17,Badmaash Kebabi,Tandoori Special
18,China Belly By Wow! Momo,Starter
19,La Pino'z Pizza,DOTD
20,Jay Bhavani Vadapav,Maggi
21,Kwality Walls Ice Cream and More,Cornetto.
22,The Good Bowl,Starters
23,Momo Magic Cafe,Chinese
24,Cheesecake & co.,Cake
25,KFC,Flat 179 Meals/Bucket
26,Burger King,Korean Spicy Fest(Limited Time Only)
27,MOJO Pizza - 2X Toppings,"Thin Crust Pizzas [Big 10""]"
28,House of Idlies,Dinner Special
29,Sweet Truth - Cake and Desserts,Cheesecake Slices
30,Sangeetha's Desi Mane - Annanagar,Special Bread Toast
31,Cafe Cotinga,Coffee
32,Logo Cafe,Breakfast
33,KFC,DESSERTS & BEVERAGES
34,Mughlai Restaurant,Rice
35,Taste With Me !,Rice
36,LunchBox - Meals and Thalis,Upwas Specials
37,Taste With Me !,Combo Item
38,Pizza Hut,"Buy 1 Pizza Get 2 Sides, 1 Pepsi Free"
39,KFC,Recommended
40,KFC,BURGERS
41,Chinese Wok,Recommended
42,Friends Corner,Non Veg Starters
43,NIC Ice Creams,500 Ml Ice Creams
44,RNR Biryani - Taste of 1953,Beverages
45,Lamee,Pork
46,Gopal Mistanna Bhandar,Chaat
47,Pizza Hut,Flash Sale Pizzas
48,Domino's Pizza,Loaded Pizza
49,Domino's Pizza,Dominos Classics
50,Burger King,Recommended
51,Caterspoint,Pasta - Penne | Spaghetti
52,The Phoenix Residency,Indian Breads
53,Labonel Fine Baking,Brownies
54,The Bon Bon Bakers,Pastry
55,Sweet Truth - Cake and Desserts,Recommended
56,Aurora Restaurant & Lodging,Chow
57,Dindigul Thalappakatti - Since 1957,Kebabs & Barbeque
58,Suchali's Artisan Bakehouse,Freshly Baked Breads
59,McDonald's,Cakes Brownies and Cookies
60,Bhikharam Chandmal,Namkeens
61,La Pino'z Pizza,Dessert
62,Long Jhon Silver's,Fried Rice
63,McDonald's,Burgers & Wraps
64,Wendy's Burgers,Fries & Sides
65,FreshMenu,Asian Bowls
66,KFC,SIDES AND DIPS
67,KFC,B2G1 SPECIAL OFFER
68,McDonald's,Extra Value Meal Large
69,Emerald 3:14,Chicken Special
70,Chaayos Chai+Snacks=Relax,Recommended
71,Pizza Hut,Appetizer
72,Mikado Restaurant,Vegetarian Delights
73,McDonald's,McSaver Combos (2 Pc Meals)
74,Rama Restaurant,Tandoor
75,Subway,Recommended
76,Madras Cafe,Indian Breads
77,KFC,Epic Savings Bucket for 3-4 (up to 32% off)
78,Hotel Shubham Palace - Dhanturi Group of Hotels,Breakfast
79,Bhavyam Veg,Evening Specials[Bv]
80,McDonald's,Fries & Sides
81,Domino's Pizza,Garlic Breads & Dips
82,Mustard Cafe - Hotel Astoria,Mustard Classics
83,Kalsang Friends Corner,Lamen Fried (Flat Noodles Dry)
84,Wow! China,Noodles
85,FreshMenu,All day breakfast
86,KFC,ROLLS
87,Burger Singh(Big Punjabi Burgers),Gulaabo Combo @ 189
88,The Good Bowl,Desserts
89,KFC,Rice Bowlz
90,The Belgian Waffle Co.,Recommended
91,Shree Gangaur,Namkeens
92,Olio - The Wood Fired Pizzeria,Cheese Burst Pizza
93,LunchBox  Meals and Thalis,Paratha Lunchbox
94,DMB Sweets Pvt Ltd,Snacks
95,McDonald's,Sides
96,Zaatar Arabic Restaurant,Chinese
97,Udupi Grand,Juices
98,The Fisherman's Wharf,Soups
99,Pizza Hut,Pasta
100,Chandimata Mistanna Bhander,Mukho Misti
101,McDonald's,Double Patty Burgers & Meals
102,Wow! Momo,Steam Momo
103,Wow! Momo,Burger Momo [Moburg]
104,N Chennai Express,Uttapam
105,Wow! China,Starter
106,Hira Sweets,Snacks And Bakery
107,Ranga Sai Andhra Tiffins,Breads
108,Olio - The Wood Fired Pizzeria,Recommended
109,Trelly,Chicken Noodles
110,McDonald's,McCafe
111,Veg Sizzel's,Kulfi
112,Chetak Sweet Point,Monsoon Specials
113,Domino's Pizza,Cheese Burst - 3 New Flavours
114,Attitude Cafe And Restaurant Nxt,Warps N Sandwich
115,Handi Punjab Ki,Handi Palak
116,Chinese Wok,Dessert
117,Sangeetha's Desi Mane - Annanagar,Rice And Bowls
118,Olio - The Wood Fired Pizzeria,Pasta Lunch Box
119,Krishnaz,Breads
120,Copper Kitchen,Desserts
121,LunchBox - Meals and Thalis,Paratha Lunchbox
122,Dou,Small Plates
123,LunchBox - Meals and Thalis,All Day Breakfast Box
124,ITC Master Chef Creations,Beverages
125,Domino's Pizza,Recommended
126,Shree Agarwal Caterers,Namkeen
127,Veg Darbar by Behrouz Biryani,Recommended
128,Shiv Sagar Veg Restaurant,Rice /Noodles chopsuey
129,Le Zara,Dessert
130,Haldiram's Sweets and Namkeen,Burfee Collection
131,Trelly,Appetizers Fish
132,Momo Magic Cafe,Recommended
133,Burger Farm,WRAPS AND MEALS
134,Maa Ki Rasoi,Chinese
135,Cafe Parizaad,Rolls
136,Burger Farm,Cheese Burst Burgers
137,Rasoi Thali,Dal
138,Domino's Pizza,Big Big Pizza
139,Pizza Hut,Recommended
140,KAVERI's,Condiments
141,Sri Varalakshmi Pure Veg Tiffins,Recommended
142,Jashn The Restaurant,Chinese Fried Rice
143,Madhurima Veg,Chinese Combo
144,Jayhind Sweets,Namkeen
145,The Garage Cafe,Momos
146,Bikaner Elite,Teej Special
147,Thalairaj Biryani,Recommended
148,Domino's Pizza,PIZZA MANIA
149,McDonald's,Coffee & Beverages (Hot and Cold)
150,ITC Master Chef Creations,All Day Snacks
151,Pizza Hut,Non Veg Pizza
152,"Faasos - Wraps, Rolls & Shawarma",Pocket Friendly Rolls
153,Frespresso,Sea Food Apprtizer
154,Big Bowl,Recommended
155,Momo Magic Cafe,Pasta
156,Matkawala,Thukpa
157,Olio - The Wood Fired Pizzeria,House Special Garlic Breads!
158,Harish Bakery,"Namkeens, Wafers  & Chips"
159,Burger King,Exclusive Deals (Save upto 40%)
160,Tasty Tastes - Nagmapal,Rolls
161,Ramdev's Khana Khazana,Dal
162,Shyamasree Restaurant,Main Course
163,Sodhani Sweets And Namkeen,Bengali Sweets
164,Hola Pasta - Fresh Gourmet Pasta,Veg Starters
165,Krav,Sides
166,Theobroma,Cupcakes
167,Cafe Ertugrul,Combo's ( Save Extra Upto 30% Off)
168,Nandhana Palace,Accompaniments
169,McDonald's,Burger Combos ( 3 Pc Meals )
170,Kuppuswami,Recommended
171,Cafe Coffee Day,Croissants Reloaded
172,Domino's Pizza,5 Course Pizza Feast
173,LunchBox - Meals and Thalis,Recommended
174,McDonald's,Deal Of The Day
175,Pizza Hut,Veg Pizza
176,Ratna Cafe (Estd.1948),Fresh Juices
177,Long Jhon Silver's,Soup
178,McCafe by McDonald's,Coffee & Beverages (Hot and Cold)
179,NIC Ice Creams,100 ml Ice creams
180,BOX8 - Desi Meals,Paratha Rolls
181,Bakingo,Recommended
182,Great Indian Khichdi by EatFit,Ala Carte
183,Samridhi At Kochi,Breakfast
184,Baskin Robbins - Ice Cream Desserts,Fruit Ice Creams
185,Gangaur Govindam,Rice/pulao/biryani
186,Jain Mithai Bhandar (JMB),Breakfast Bestsellers
187,The Good Bowl,Recommended
188,Awadhi,South Indian
189,Saurashtra Chawana & Sweets,Namkeen @ Rs. 99
190,Punjabi Darbaar Dhaba,Tandoor
191,Oven Story Pizza,2X Cheese Pizza
192,Sodhani Sweets,Sweets
193,Y Not Food Express,South Indian
194,Edesia by Freshmenu,Sandwiches
195,Beekays,Burgers
196,McDonald's,The Ranveer Singh Meal
197,Prime Bakery & Sweets,Snacks
198,THE PERSIAN TABLE,Al Faham
199,Salem RR Biriyani Unavagam,Salem RR Non Veg Starters
200,Takeout - Asian Goodness,Mains
201,Wow! China,Bowls (Save Upto 40%)
202,Confucius (Silpukhuri),Mixed Soups
203,Swastik Mom's Kitchen,Curry
204,Chinese Wok,Extra Dip & Crispy Noodles
205,Homely,Recommended
206,KFC,Burgers
207,LunchBox - Meals and Thalis,Rice Lunchbox
208,Arabikaas Arabian Restaurant,The Other Side (appetizers)
209,Hira Sweets And Confectionary Pvt. Ltd.,Cookies & Namkeen
210,Big Bowl,Desserts
211,ITC Sunfeast Baked Creations,Croissants & Viennoiserie
212,KFC,All Day Lunch Special Meal Box
213,Burger Farm,Recommended
214,Cheesecake & co.,Jar
215,Bombay Mishthan Bhandar (Bmb) - Durapura,Indian Snacks
216,Jugaad Jn,Fries & Sandwich
217,1944 The Hocco kitchen,Special Combo
218,Dindigul Thalappakatti - Since 1957,BREADS & PAROTTAS
219,Frys,Wraps & Rolls
220,Tihar Flavours of Jail,Indian Non Veg Gravy
221,The Coconut,Vegetarian
222,Nandhana Palace,Mocktails & Juices
223,SRIVARI BHIMMAS,Dosa Specialities
224,Kim Pou Restaurent,Main Course
225,Makhani Darbar,Non Veg Gravies
226,BOX8 - Desi Meals,Desi Rice Bowls
227,Grits N Gravy,Combos
228,ITC Master Chef Creations,Dum Biryanis (900 grams)
229,Bikaner Sweets And Namkeen,Chaat
230,Amritsari Food Platter,Indian Breads
231,BOX8 - Desi Meals,Main Course
232,Kanti Sweets,Namkeen
233,Shiv Sagar Veg Restaurant,Soups
234,New Blue Moon,Recommended
235,LunchBox - Meals and Thalis,Kulcha Lunchbox
236,Mughlai Restaurant,Breads
237,Wakhra Swaad,Chinese - Rice And Noodles
238,Wow! Momo,Fried Momo
239,Zaatar Arabic Restaurant,Soup
240,BOX8 - Desi Meals,Recommended
241,Jain Mithai Bhandar (JMB),Recommended
242,Pastas By Pizza Hut,Appetizers
243,Faasos' Signature Wraps & Rolls,Super Saver Combos
244,Burger King,NEW Whopper Deluxe (Reg. Size Bun)
245,Mahalaxmi Sweets & Restaurant,Breackfast
246,KFC,Desserts & Beverages
247,SHARMA DHABA,Sabjiya
248,The Biryani Life,Haleem Specials
249,Thalassery Restaurant,Recommended
250,Tan-Sukh by Kanha,Breads
251,South Indian Coffee House,Drinks
252,Kaveri - Lalpur,Soup
253,Makhani Darbar,Starters
254,Domino's Pizza,Burgers & Parcels
255,La Pino'z Pizza,Beverages
256,1944 The Hocco kitchen,Continental
257,Shanghai Flavours of China Town,Momo Mania
258,Kanti Sweets,Sweets
259,Shree Gangaur,Sweets
260,Edesia by Freshmenu,Desserts
261,Dream Cafe Jaipur,Chinese
262,Rominus Pizza And Burger,Taco's
263,Wow! China,Wow! Birthday Save up to41%
264,Sree Vishnu Bhavan,Breakfast Buffet
265,Sherowali Sweets,Sweets
266,GLOBO Ice Creams Of The World,Recommended
267,Priya Restaurant,Dal
268,FreshMenu,Appetizers
269,The Prashadam,Cakes
270,Food Exx,Rolls
271,BOX8 - Desi Meals,Mini Thali Meals
272,Sangeetha's Desi Mane - Annanagar,Chinese Starters
273,Munchies,Soup
274,The Chocolate Room,Cakes
275,Mealy - Your Everyday Meal,All Day Breakfast & Snacks
276,Big Bowl,Drinks
277,6 Ballygunge Place Takeaway,BIRIYANI SPECIAL
278,Gangaur Next,Dry Namkeens
279,Palaaram,Fried Rice And Noodles
280,FreshMenu,Sandwiches and Wraps
281,LunchBox - Meals and Thalis,Executive Lunchbox
282,Sweet Truth - Cake and Desserts,Party Combos
283,KS Bakers,Bakers Choice
284,Theobroma,Breads
285,"Bhatti Chicken - Grilled, NOT Fried!",Desserts & Drinks
286,Confucius (Silpukhuri),Recommended
287,Tea Post,Sandwich
288,Wooden Plate,Wooden Plate Add- Ons
289,Gokul Oottupura,Quick Bites
290,hotel Toshali,Recommended
291,Radha Krishna,Beverages
292,Hotel Annalakshmi,Breakfast
293,Tan-Sukh by Kanha,Rice and Biryani
294,Bambusa express,Sides
295,McDonald's,Mexican Range & New Offerings
296,Royal Veg. Hotel,Recommended
297,Madhurima Veg,Baked Snacks
298,NH1 Bowls - Highway To North,Everyday Classics
299,Veg Sizzel's,Tandoori Snacks
300,VIP Sweets Pvt. Ltd.,cham cham 
301,Oven Story Pizza,Super Saver Deals
302,The Chicken Wagon,Single Order
303,Agra Sweets Banjara,Signature Sweets
304,PizzaExpress,Garlic Breads & Starters
305,NIC Ice Creams,500 ml Ice creams
306,KFC,Epic Value Meals for 1-2 (up to Rs 22% off)
307,Bikanervala,"Chaat, Snacks & Quickbites"
308,Theobroma,Croissants & Danishes
309,Kalsang Friends Corner,Soup
310,LunchBox - Meals and Thalis,Starters
311,Lacima Cafe & Pizzeria,Pasta
312,Veer Ji Malai Chaap Wale,Soya Gravy Items
313,The Phoenix Residency,Starters Non Veg
314,Zaatar Arabic Restaurant,Platters
315,Caterspoint,Rice Meal Bowl
316,NH1 Bowls - Highway To North,Veg Rice Bowls [Masala Rice]
317,EatFit,3 Layer Rice Bowl
318,Shree Gangaur,Snacks
319,McDonald's,Happy Meal
320,Kingdom of Momos,Classic Momos
321,SRIVARI BHIMMAS,Fried Rice
322,Mithaas,Sweet
323,Saurashtra Chawana & Sweets,Milk Sweets
324,Amritsari Food Platter,Shakes And Lassi
325,ITC Master Chef Creations,Recommended
326,Dum Safar Biryani,Half Biryani
327,Mahalaxmi Sweets,Sweets
328,Gopal's,Chaat
329,Ujjwala Restaurant,Chicken Biryani
330,Kaveri - Lalpur,Chinese Delight
331,Bowl Soul,Recommended
332,"WeFit - Protein Bowls, Salads & Sandwiches",WeFit Multigrain Sandwiches
333,Wooden Plate,Recommended
334,Theobroma,Recommended
335,Ss Hyderabad Biryani,Ice Cream
336,Polar Bear,Naturally Good Sundaes
337,Hotel Heiga,Recommended
338,Sweet Truth - Cake and Desserts,Dessert Jars
339,Sandy's Chocolate Laboratory,Sharing Plates
340,Apna Vaishno Dhaba,Tandoor Se
341,Neelkanth Sweets,Mithai Packs
342,McDonald's,McCrispy Range
343,Mani's Cafe,South Indian
344,Wow! China,Wow! Kulfi  Dessert
345,THE PERSIAN TABLE,Vegetarian
346,KFC,RICE BOWLZ
347,Anna (Truly Veg),Healthy Food
348,China Belly By Wow! Momo,Mix Noodles Regular
349,Hotel Polo Towers,Salads
350,Theobroma,Tea Cakes
351,KFC,ALL DAY LUNCH SPECIAL MEAL BOX (SAVE RS 115)
352,Daily Kitchen - Everyday Homely Meals,Non-Veg Homely - EVERYDAY THALI
353,Jashn The Restaurant,Tandoor
354,Cafe Parizaad,Shawarma
355,Burger King,Desserts
356,FreshMenu,Bowls
357,Highway Kitchen,Non-Veg Main Course
358,Pyramid,"Combo""s"
359,KFC,BONELESS CHICKEN POPCORN
360,KFC,Rolls
361,Nazim Khan Kathi Roll,Recommended
362,Khullak Cafe,Noodles
363,Cheesecakes By CakeZone,Pastry
364,Burger King,Value Meals (Save Upto 47%)
365,Eden Restaurant,Indian Main Course (paneer)
366,Home Plate by EatFit,Rumali Roti Thali (New)
367,Preeti Tiffins,Pesarattu
368,McDonald's Gourmet Burger Collection,Fries & Sides
369,Daya Hari Mithai,Sweets
370,Takeout,Pasta
371,Chinese Wok,Drinks
372,Olio - The Wood Fired Pizzeria,Pastas
373,Jayhind Sweets,Dryfruit Sweets
374,Cholo Khai,Mayonnaise special items
375,Udupi Grand,Fried Rice & Noodles
376,Bakingo,Gourmet Cakes
377,Wendy's Burgers,Cheeseblast Burgers
378,Vadilal Ice Creams,Kulfies
379,Aao Ji Te Khao Ji,Sweets
380,Faasos' Signature Wraps & Rolls,Burger Wraps (Extra Crunch)
381,Poetry By Love & Cheesecake,Cheesecake Slices
382,Udupi Grand,Veg Starters
383,Shaan Sweets And Snacks,Main Course
384,Biryani By Kilo,Beverages
385,BIZZA Cafe Heritage,Indian Items
386,Gopal's,Recommended
387,Veg Meals by Lunchbox,Starters and Beverages
388,Salem RR Biriyani Unavagam,SCHEZWAN FRIED RICE & NOODLES
389,Radhey Lal Premium Sweets,Ghewar special
390,The Pizza Bakery - Wood Fired Sourdough,Garlic Aioli Dip!
391,Wow! Momo,Korean Momo (Newly Launched)
392,Food Lovers Restaurant,Biryani
393,LunchBox  Meals and Thalis,Recommended
394,Domino's Pizza,BEVERAGES
395,Barbeque Nation,Kebabs Platter and Starters
396,Suchali's Artisan Bakehouse,Recommended
397,Attitude Cafe And Restaurant Nxt,Veg Meals
398,Big Fat Sandwich & Pizza,Big Fat Bakers
399,Momo Nation Cafe,Burgers
400,Jugaad Jn,Recommended
401,KFC,EPIC VALUE MEALS FOR 1-2 (UP TO 22% OFF)
402,Sindhi Sweets,Recommended
403,"Faasos - Wraps, Rolls & Shawarma",Newly Launched
404,Hira Sweets And Confectionary Pvt. Ltd.,Prasadam
405,Kanti Sweets,Cookies And Biscuits
406,Mio Amore - The Cake Shop,Packaged Snacks
407,Cheesecakes By CakeZone,Jar Cake
408,Chopstyx,Non Veg Appetizers
409,Domino's Pizza,Garlic Breads & More
410,Dharma Vaishno Dhaba,Daal
411,Rominus Pizza and Burger,Recommended
412,Bowl Soul,Noodle Bowls
413,KFC,HOT & CRISPY CHICKEN & WINGS
414,LunchBox - Meals and Thalis,Breakfast Box
415,Cheesecake & Co.,Brownies
416,Dragon Panda,Main Course
417,NIC Ice Creams,100 Ml Ice Creams
418,Burger Farm,Veg Burgers
419,Sherawat Juice And Ice Cream Parlour,Shakes
420,Starbucks Coffee,Recommended
421,Highway Kitchen,Chaap
422,Olio - The Wood Fired Pizzeria,Signature Garlic Knots
423,Shree Raghavendra,Breakfast Bestsellers
424,The Good Bowl,Mini Bowls
425,Momo Nation Cafe,Snacks
426,Edesia by Freshmenu,Burger
427,Wow! Momo,Dessert
428,Bhavyam Veg,Special Combo
429,Bawarchi Fast Food,Starters
430,McDonald's Gourmet Burger Collection,Burger Combos ( 3 Pc Meals )
431,KFC,FLAT 179 SPECIAL MEALS/BUCKET
432,McDonald's,Protein Plus and Burgers with Millet Bun
433,MOJO Pizza - 2X Toppings,"BIG 10"" PIZZAS | VEG [SERVES 2-3]"
434,Ramdev's Khana Khazana,Pav Bhaji Special
435,PVR Tiffins,Recommended
436,LeanCrust Pizza- ThinCrust Experts,Gourmet Pastas - by Hola
437,Bombay Misthan Bhandar,Mawa Sweets
438,Hotel Annalakshmi,Main Course
439,Nandhana Palace,Recommended
440,ITC Aashirvaad Soul Creations,All Day Breakfast
441,Makhani Darbar,Veg Gravies
442,Lhasa Restaurant,Tandoori
443,"Faasos - Wraps, Rolls & Shawarma",Super Saver Wrap Duos
444,Laduram Nanagram Mawawala,Bangali Mithai
445,Babe da Dhaba,Main Course
446,Madras Cafe,Kebab Corner
447,Mellow,Starters
448,Bombay Mishthan Bhandar (Bmb) - Durapura,Chineese
449,KFC,GRILLED SMOKY RED CHICKEN
450,The Good Bowl,Signature Bowls
451,The Great Indian Kitchen,Chola Bhature
452,Tasty Tastes - Nagmapal,Thali Combo
453,Makhani Darbar,Desserts
454,Gurukripa Restaurant - Sarwate,Veg Main Course
455,KFC,Peri Peri Chicken Strips & Leg Pc (up to 25%)
456,Hotel Surabhi udupi veg,Recommended
457,Food Lovers Restaurant,Noodles
458,Sethi Tikka Kabab Curry,Non-veg Starters
459,Miles - City Mall,Beverages
460,Faasos Signature Wraps & Rolls,Super Saver Combos
461,McDonald's,Extra Value Meal Medium
462,Sri Tiffins,South Indian
463,Sodhani Sweets And Namkeen,Ghee Sweets
464,Oven Story Pizza,Garlic Breads
465,Food On Way,Paneer Combos
466,Big Hunger Ashoka Biryani,Green Salad / Papad / Raita
467,HRX by EatFit,Mini Burrito Bowl (New)
468,Cafe Coffee Day,Recommended
469,Zaatar Arabic Restaurant,Al Faham
470,Wooden Plate,Stand Alone Meat Items
471,Tiffinette,Dosa Classic
472,Munchies,Rice & Noodles
473,Harley's Fine Baking,Gourmet Cookies
474,Minus 30,Vegan & Sugar Free
475,Gopal's,Sweets
476,Wow! Momo,Add ons
477,Saudagar,Rotis And Breads
478,Pastas By Pizza Hut,Desserts
479,UK Pizza Hut,Veg Pizza
480,Vijay Dairy,Recommended
481,Keventers - Milkshakes & Desserts,Sparkling Iced Beverages
482,Olio - The Wood Fired Pizzeria,Krispy Kreme Doughnuts and Coffee
483,Amritsari Restaurant Katora Talab,Dal Balti
484,Logo Cafe,Momos
485,Udupi Cafe North India,Dosas
486,Daily Kitchen - Everyday Homely Meals,Veg Homely - FEAST THALI
487,A2B - Adyar Ananda Bhavan,Recommended
488,Chai Sutta Bar,Recommended
489,"The Dessert Heaven - Pastry, Brownie and Cakes",Cupcakes
490,Srinidhi Sagar Deluxe,South Indian Dishes
491,Shree Agarwal Caterers,Desi Ghee Sweets
492,KFC,Sides and Dips
493,Gangaur Next,Dry Sweets
494,Burger Farm,Exclusive Combo
495,Edesia by Freshmenu,All Day Breakfast
496,Dum Safar Biryani,Curries And Breads
497,Habitat Restaurant,Fish Dishes
498,LunchBox - Meals and Thalis,Chapati Lunchbox
499,Mughlai Restaurant,Fish Main Course
500,China Belly By Wow! Momo,Main Course Regular
501,Sambharsa,Beverage
502,Biryani By Kilo,Rolls
503,Shanghai Flavours of China Town,Pan Asian Feast
504,Maa Ki Rasoi,Summer Special
505,Sangeetha's Desi Mane - Annanagar,Soup
506,Mithaas,Chaat
507,Behrouz Biryani,Metal Handi - Alishaan Biryani (Serves 4-5)
508,Mahawar Baker's & Sweets,Roti & Thali
509,Bowl Soul,Appetizers
510,Saudagar,Jain Main Course
511,McDonald's,Desserts
512,LunchBox - Meals and Thalis,North Indian Curries
513,Haldiram's Restaurant,Meetha Maza
514,Olio - The Wood Fired Pizzeria,Pepperoni Pizza - Chef's Special
515,Bowl Soul,Indian Bowls
516,Paprika - Pramod Laddu Bhandar,North Indian
517,Winni Cakes & More,Burger & Sandwiches
518,Lord Petrick,Special Item
519,Burger Farm,WRAPS
520,Moti Mahal,South Indian
521,Olio - The Wood Fired Pizzeria,Cheesy Pizza Mania Box
522,LunchBox  Meals and Thalis,Mini Lunchbox
523,Haldiram's Restaurant,Kathi Roll's
524,Sagar Restaurant,Indian Dish
525,Food On Way,Gujarati Fix Thali [Jain Not Available]
526,Junior Kuppanna,Juzeup
527,Pizza Hut,Thin n Crispy Pizzas
528,The Boston Cafe & Patisserie,Cupcakes
529,McDonald's,Burgers
530,Makhani Darbar,Biryani ( Serves 1)
531,Hanglaatherium,Recommended
532,Mad Over Donuts,Chef Special
533,McDonald's Gourmet Burger Collection,Coffee & Beverages (Hot and Cold)
534,Friends Cafe,Recommended
535,Daily Kitchen - Everyday Homely Meals,Veg Homely - EVERYDAY THALI
536,De Linz Cafe,Appetizers
537,Mahalaxmi Sweets & Restaurant,Rice
538,Hotel Polo Towers,Asian Kitchen
539,Das Khaman,Recommended
540,Haona Chao,Kimbap
541,SMOOR,Recommended
542,Bhavyam Veg,Millet Items[Bv]
543,"Faasos - Wraps, Rolls & Shawarma",Pizza Wraps
544,Beekays,Cakes
545,Hira Sweets And Confectionary Pvt. Ltd.,Chinese
546,Rama Restaurant,Rice
547,Cafe Coffee Day,Refreshing Quenchers
548,Gopal Mistanna Bhandar,Roll
549,Sweet Truth - Cake and Desserts,Brownies & Lava Cakes
550,Kanti Sweets,Cakes
551,Cheesecake & Co.,Cake
552,Barbeque Nation,Premium Thalis
553,Maa Ki Rasoi,Veg Main Course
554,The Eleganza,Recommended
555,Bikanervala,Combo Foods
556,Radha Krishna,Tandoor Tawa
557,Biryani Paradise,Breads
558,Gurukripa Restaurant - Sarwate,Paneer Main Course
559,Sweet Truth,Indian Desserts
560,Gulab Sweets And Restaurant,Cakes
561,Udupi Cafe North India,Ottappams
562,6 Ballygunge Place Takeaway,Non Veg Curry
563,Salad Days,HEALTHY SOUPS
564,The cherith,Main Course Naga Curry
565,Little Persia,Salads & Sides
566,The Good Bowl,Fusion Mac & Cheese Bowls
567,Little Persia,Biryani  and Rice
568,Pizzmo,Chinese And More
569,Giani,Ice Cream Soda
570,Suchali's Artisan Bakehouse,Croissants & More
571,NH1 Bowls - Highway To North,Biryani Bowls
572,"Faasos - Wraps, Rolls & Shawarma",Recommended
573,Burger Farm,NON-VEG BURGERS MEALS
574,Gokul Dham Ka Dhaba,Indian Veg
575,Delly Belly,Jain Food (without Onion Garlic)
576,Giani,Stick Kulfi
577,HRX by EatFit,Fresh Salads
578,Red Chilliz,Recommended
579,Pikwik Since 1991,Mutton And Fish Indian Main Course
580,Southern Taste,Combo
581,Mio Amore - The Cake Shop,Recommended
582,NIC Ice Creams,Kulfi
583,Pizza Hut,Hut Café
584,The Eleganza,Rice
585,Saurashtra Chawana & Sweets,Namkeen @ Rs. 79
586,Crusto's - Cheese Burst Pizza By Olio,Recommended
587,NIC Ice Creams,750 Ml Ice Creams
588,Burger King,Soft Drinks
589,Radhey Lal's Parampara Sweets,Snacks
590,FreshMenu,Desserts and Beverages
591,Mad For Momos,Potato Twister
592,Udupi Grand,Dosa Specials
593,Madhurima Veg,All Day Breakfast & Snacks
594,Street Foods By Punjab Grill,Recommended
595,Baskin Robbins - Ice Cream Desserts,Ice Cream Rocks
596,New Chanakya,Biryani Rice
597,Grameen Kulfi,Slice Kulfi
598,McDonald's,Match Day Combo
599,Mealful Rolls - India's Biggest Rolls,"Veggie Rolls [Big 9""]"
600,Bowl Soul,Continental Bowls
601,Sandy's Chocolate Laboratory,"Burger, Sandwiches & Wraps"
602,Supreme Upper Crust,South Indian
603,Sandy's Chocolate Laboratory,Large Plates
604,Pandit Ji Sweets & Restaurant Dairy,Breads/ Roti
605,LunchBox  Meals and Thalis,Executive Lunchbox
606,Khana Khazana (Shankar Nagar),Chinese
607,Sri Varalakshmi Pure Veg Tiffins,Special  Dish
608,Paakashala,Salad & Raita
609,Veg Meals by Lunchbox,Chapati Lunchbox
610,KFC,Grilled Smoky Red Chicken
611,Hotel Maharaja and Fast Food,Roll
612,Sweet Truth - Cake and Desserts,Ice Creams
613,Swastik Mom's Kitchen,Rice
614,Behrouz Biryani,Shahi Biryani (serves 1)
615,Paakashala,Lassi
616,Hira Sweets,Subah Ka Nashta
617,Taaka Chinese,Appetizers
618,Brahmins' Thatte Idli,Bti Dosa  
619,Lamee,Chicken
620,Hotel Heiga,Noodles & Rice
621,De Linz Cafe,Snacks
622,1944 The Hocco kitchen,Starter
623,Paakashala,Tandoori Bread
624,Apna Vaishno Dhaba,Main Course
625,Paakashala,Indian Starter
626,Viggis,Biryani Rice Noodles
627,Dmb(Doodh Misthan Bhandar),Snacks And Chaat
628,BOOM - Sub Style Sandwiches,BOOM Classics
629,La Pino'z Pizza,Recommended
630,Pastas By Pizza Hut,Pastas
631,LeanCrust Pizza- ThinCrust Experts,Recommended
632,Radha Krishna,Breakfast
633,KFC,Friendship Day Epic Deals (upto Rs 256 off)
634,Aryaas,Recommended
635,The Prashadam,Chatpata Tadka
636,"Dabba Garam (Homestyle,Combo, Thali & More)",Sabji
637,Health Wealth Kitchen,Starters
638,Maa Ki Rasoi,Quick Bites
639,Vrindavan ki rasoi,Recommended
640,McDonald's,Burgers and Wraps
641,Keventers - Milkshakes & Desserts,All-New Waffles
642,Cafe Sai Sadanand,Snacks
643,Captain Sam's Pizza,Premium Pizza Regular
644,Matkawala,Best In Thali Delight
645,Hira Sweets,South Indian
646,Attitude Cafe And Restaurant Nxt,Recommended
